yr,holiday,workingday,temp,hum,windspeed,cnt,season_summer,season_fall,season_winter,mnth_february,mnth_march,mnth_april,mnth_may,mnth_june,mnth_july,mnth_august,mnth_september,mnth_october,mnth_november,mnth_december,weekday_wednesday,weekday_thursday,weekday_friday,weekday_saturday,weekday_sunday,weekday_monday,weathersit_cloudy,weathersit_light snow/rain
0,0,1,0.15337817614797877,0.5941161953727506,0.357249130179419,1450,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.2026182980315165,0.4350056555269923,0.147857232534681,1917,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.2947175244094786,0.7171115681233933,0.4702490128770761,1807,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0.38031611268570176,0.7323125964010283,0.6682467092982001,1461,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0.2783294867797929,0.5531280205655527,0.33846426288259074,1969,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.3543110681805664,0.699228791773779,0.21204367275491257,2402,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0.4338027698674427,0.901145501285347,0.551041259295283,1446,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0.2586007915402238,0.5501285347043702,0.40000985422143104,1851,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.34374706399683197,0.4622961439588689,0.5884522543386922,2134,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.17345327303452576,0.32733470437018,0.4192420784325933,1685,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.2523705460909819,0.6276781491002571,0.37304680775795235,1944,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0.4050115595974065,0.8114827763496144,0.4730836477029254,2077,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0.39548551430551576,0.9750755784061697,0.6615425402409915,605,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0.25246026162545104,0.5668935732647815,0.6575534359587962,1872,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0.2907899776782765,0.4327331619537275,0.20256465389727246,2133,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.2949430592947412,0.7973439588688946,0.4076891376587319,1891,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0.41114710531581977,0.0,0.4937115430247059,623,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,0,0,0.320722568914614,0.6679331619537275,0.4341182419986506,1977,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0.33647885965574653,0.6113964010282776,0.408977608034118,2132,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.40523709448266904,0.5423043701799486,0.5117027125702964,2417,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0.3315569657508455,0.5110097686375321,0.23611848402492586,2046,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0.3218053855736922,0.6741922879177379,0.33380103089999347,2056,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,1,0.38139892934478,0.7984802056555269,0.37257471221241084,2192,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0.44343099118470103,0.6199660668380462,0.3858964651176024,2744,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.5991871274157464,0.5400688946015424,0.4300920297696443,3239,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.5150788138509819,0.3898889460154242,0.7128339689443594,3117,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.3406319412722111,0.487146529562982,0.3820661003856547,2471,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0.4626637588865105,0.7582426735218508,0.5491796772969253,2077,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0.47665938226368726,0.6422447300771208,0.4192338322221909,2703,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.35864607296414885,0.8633059125964011,0.43677970640604796,2121,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0.2814446095044139,0.8286200514138817,0.45641805647953204,1865,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0.2554856688156029,0.5089974293059126,0.42949005641026383,2210,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.2575615865992903,0.40531311053984576,0.3858799726967974,2496,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.2416246187401297,0.5078796915167095,0.33378247692658797,1693,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0.2557112037008654,0.31071876606683807,0.3913080406942237,2028,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0.3032504685767602,0.32305089974293055,0.4218025267625605,2425,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.3001353458521393,0.6649532133676093,0.31025603864833895,1536,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0.2606767093239112,0.9443012853470436,0.40252700994678514,1685,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,0,0,0.3001353458521393,0.705655526992288,0.4871784828333484,2227,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0.3188260821998647,0.6722365038560412,0.36026518163412263,2252,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0.3977421092072312,0.493573264781491,0.3294800166490988,3249,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0.640721681727662,0.4383033419023136,0.7487132304055095,3115,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0.44239303229285737,0.6602395886889459,0.7538588656966513,1795,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,1,0.4133177228303356,0.4841470437017995,0.49615654440903845,2808,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.4714670957062892,0.6199660668380462,0.2884530583442063,3141,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.34478502288867563,0.8598971722365039,0.421794280552158,1471,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0.3530924321706947,0.9023136246786633,0.22819593738075208,2455,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0.45796864591596187,0.8817480719794345,0.2564062231676045,2895,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0.6685322513639875,0.7372298200514139,0.6227585511655709,3348,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0.5524602865464328,0.7600688946015425,0.5205158499379371,2034,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,1,0.4403158684600802,0.8423311053984577,0.4704984607417508,2162,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0.5088485684017401,0.5556987146529563,0.1820522055211265,3267,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,0,0.48288962771292915,0.6902313624678663,0.420522302597577,3126,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.46315968642427013,0.9134529562982004,0.6564319513440602,795,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0,1,0.4953501186114128,0.4931444730077121,0.5795113007098133,3744,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0.5649207774449164,0.5578406169665809,0.2910403068579816,3429,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0.5566133681628974,0.6846611825192801,0.279503858504925,3204,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,1,0.6677198273574064,0.6315341902313625,0.4525794455371818,3944,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.49846524133603365,0.41859434447300775,0.6243748084044553,4189,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.34582422782960925,0.7502138817480719,0.4063924210729434,1683,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0.49950320022787736,0.9130251928020566,0.42949005641026383,4036,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0.6511062548424582,0.8337614395886889,0.35001720365645217,4191,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0.6822574820886672,0.7986293059125965,0.33591206076302604,4073,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0.7134087093348763,0.7497861182519281,0.6269352567344224,4400,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.6988710546036155,0.8590406169665811,0.5974550545455896,3872,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0.6957559318789945,0.7206508997429305,0.6154070545917683,4058,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0.5618056547202955,0.4700082262210797,0.4487408345948317,4595,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.5150788138509819,0.5175660668380463,0.4384578102229508,5312,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.4891198731621709,0.7836329048843187,0.17309269791884205,3351,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0.6106096594223864,0.7506426735218509,0.33203840342646535,4401,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0.6947179729871509,0.7167948586118251,0.6602643776286085,4451,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,1,0.44239303229285737,0.7579259640102827,0.6320808920255642,2633,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0.49846524133603365,0.45672699228791774,0.5628044784344076,4433,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.523386223133001,0.6066838046272494,0.4243794675133326,4608,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.5742661456187792,0.5565552699228792,0.2846144474018562,4714,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.5846494726844856,0.6495290488431876,0.10770746486135131,4333,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0.5898417592418836,0.6053984575835476,0.3166715903414612,4362,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0.5898417592418836,0.5029994858611825,0.19230018349879702,4803,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.6023022501403673,0.6508143958868895,0.2025481614764675,4182,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.5929568819665045,0.7686375321336761,0.3448468297341031,4864,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.5649207774449164,0.8877460154241644,0.3243508737787621,4105,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0.5753041045106229,0.9485861182519281,0.23204485608610534,3409,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0.6272232319373346,0.8916020565552699,0.2692125879226415,4553,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0.64591396828506,0.8101974293059127,0.21538957262571504,3958,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0.6261852730454909,0.8616113110539846,0.5256181926244657,4123,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,1,0.6116476183142301,0.8946015424164524,0.36922468923640717,3855,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0.5877645954091065,0.8530416452442159,0.17692512420339032,4575,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0.5950340457992819,0.7399311053984575,0.2115592078937674,4917,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.6770651955312691,0.6443876606683805,0.20256465389727246,5805,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.6791423593640463,0.7707794344473007,0.258964609944971,4660,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0.7134087093348763,0.8329048843187661,0.43591591586638917,4274,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0.74871301819755,0.7617820051413882,0.3807693837998662,4492,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,1,0.7497509770893936,0.7159383033419023,0.27179777488381607,4978,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.808938308857191,0.6966580976863753,0.36541081692526445,4677,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.7757111638272944,0.6722365038560412,0.4500107509968122,4679,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.7435207316401519,0.7502138817480719,0.4281850936140729,4758,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.7580583863714128,0.8419023136246787,0.39488277290369483,4788,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,1,0,0.8400895361034,0.7043701799485861,0.22436557264880447,4098,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0.8920086635301118,0.6546704370179949,0.18334892210691503,3982,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.8785102137397844,0.6962293059125964,0.3807693837998662,3974,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0.81724571813921,0.31362467866323906,0.5564033576094896,4968,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.6988710546036155,0.36418200514138815,0.47566058845369746,5312,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.717561790951341,0.4691516709511568,0.20770204297801173,5342,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.7341753634662891,0.6709511568123393,0.23975918591761666,4906,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0.7715568361617401,0.6169665809768637,0.2051333484376421,4548,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0.8079003499653473,0.6148246786632391,0.34101440344955475,4833,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.8930466224219554,0.6396740359897173,0.2358937747914585,4401,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.9335432178420272,0.5844041131105399,0.2628300210711291,3915,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0.8670876817331444,0.622107969151671,0.2435977968599668,4586,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.8297062090376937,0.673093059125964,0.27306975283839724,4966,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.7892096136176218,0.7690663239074551,0.2910403068579816,4460,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0.717561790951341,0.5085686375321337,0.5833334192313584,5020,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0.6791423593640463,0.5214221079691517,0.5089794015848804,4891,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.7071784638856345,0.48500462724935733,0.29999775290766534,5180,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.7092543816693219,0.7077974293059125,0.37948915963488267,3767,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0.7352145684072227,0.7566406169665809,0.24870013954649556,4844,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.79440190017502,0.6893748071979435,0.2000042055673053,5119,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.7975170228996409,0.6855187660668381,0.16411669789575264,4744,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0.717561790951341,0.7673521850899743,0.27435822321378317,4010,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
